"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS22355;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""HlyD family type I secretion periplasmic adaptor subunit"";""4496638"";""1278"";""yes""",,,,,,
"SED_RS22360;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""4497932"";""16680"";""yes""",,,,,,
"SED_RS22365;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""peptidase domain-containing ABC transporter"";""4514651"";""2067"";""yes""",,,,,,
"SED_RS22370;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""4516995"";""282"";""yes""",,,,,,
"SED_RS22375;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EAL domain-containing protein"";""4517839"";""1602"";""yes""",,,,,,
"SED_RS22380;"""";""regulates genes involved in response to oxidative stress; Derived by automated computational analysis using gene prediction method: Protein Homology."";""regulatory protein SoxS"";""4519428"";""324"";""yes""",,,,,,
"SED_RS22385;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""redox-sensitive transcriptional activator SoxR"";""4519838"";""459"";""yes""",,,,,,
"SED_RS22390;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glutathione S-transferase"";""4520589"";""669"";""yes""",,,,,,
"SED_RS22395;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NCS2 family permease"";""4521605"";""1350"";""yes""",,,,,,
"SED_RS26120;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4522947"";""159"";""yes""",,,,,,
"SED_RS22400;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""Na+/H+ antiporter"";""4523104"";""1647"";""yes""",,,,,,
"SED_RS22405;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""LysR family transcriptional regulator"";""4524845"";""888"";""yes""",,,,,,
"SED_RS22410;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""CidA/LrgA family protein"";""4525836"";""411"";""yes""",,,,,,
"SED_RS22415;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""LrgB family protein"";""4526239"";""690"";""yes""",,,,,,
"SED_RS22420;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cation acetate symporter"";""4526967"";""1650"";""yes""",,,,,,
"SED_RS22425;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF485 domain-containing protein"";""4528613"";""315"";""yes""",,,,,,
"SED_RS22430;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""acetyl-coenzyme A synthetase"";""4529167"";""1959"";""yes""",,,,,,
"SED_RS22435;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4531312"";""147"";""yes""",,,,,,
"SED_RS22440;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ammonia-forming cytochrome c nitrite reductase subunit c552"";""4531557"";""1437"";""yes""",,,,,,
"SED_RS22445;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cytochrome c nitrite reductase pentaheme subunit"";""4533105"";""567"";""yes""",,,,,,
"SED_RS22450;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cytochrome c nitrite reductase Fe-S protein"";""4533668"";""672"";""yes""",,,,,,
"SED_RS22455;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cytochrome c nitrite reductase subunit NrfD"";""4534336"";""957"";""yes""",,,,,,
"SED_RS22460;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""heme lyase NrfEFG subunit NrfEF"";""4535285"";""2223"";""yes""",,,,,,
"SED_RS22465;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""heme lysase NrfEFG subunit NrfG"";""4537504"";""621"";""yes""",,,,,,
"SED_RS22470;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glutamate/aspartate:proton symporter GltP"";""4538469"";""1311"";""yes""",,,,,,
"SED_RS22475;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""sel1 repeat family protein"";""4539937"";""690"";""yes""",,,,,,
"SED_RS22490;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""lipid A hydroxylase LpxO"";""4543316"";""909"";""yes""",,,,,,
"SED_RS22495;"""";""PhnO in Salmonella enterica catalyzes the acetylation of a range of aminoalkylphosphonic acids; part of the biochemical pathway that enables the cell to use phosphonates as a phosphorus source; Escherichia coli uses a different mechanism of phosphonate catabolism where PhnO is not essential and seems to play a regulatory role; Derived by automated computational analysis using gene prediction method: Protein Homology."";""aminoalkylphosphonate N-acetyltransferase"";""4544482"";""465"";""yes""",,,,,,
"SED_RS22500;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""VOC family protein"";""4545068"";""444"";""yes""",,,,,,
"SED_RS22505;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4545631"";""336"";""yes""",,,,,,
"SED_RS22510;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""proline/betaine transporter"";""4546434"";""786"";""yes""",,,,,,
"SED_RS22520;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""two-component system sensor histidine kinase PmrB"";""4547386"";""1071"";""yes""",,,,,,
"SED_RS22525;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""two-component system response regulator PmrA"";""4548466"";""669"";""yes""",,,,,,
"SED_RS22530;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phosphoethanolamine transferase EptA"";""4549131"";""1593"";""yes""",,,,,,
"SED_RS22535;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""arginine:agmatine antiporter"";""4550908"";""1338"";""yes""",,,,,,
"SED_RS22540;"""";""regulates genes involved in arginine decarboxylase; Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding transcriptional activator AdiY"";""4552385"";""762"";""yes""",,,,,,
"SED_RS22545;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""arginine decarboxylase"";""4553444"";""2271"";""yes""",,,,,,
"SED_RS22550;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator MelR"";""4555944"";""933"";""yes""",,,,,,
"SED_RS22555;"""";""catalyses the hydrolysis of terminal non-reducing alpha-D-galactose residues in alpha-D-galactosides; Derived by automated computational analysis using gene prediction method: Protein Homology."";""alpha-glucosidase/alpha-galactosidase"";""4557145"";""1356"";""yes""",,,,,,
"SED_RS22560;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""melibiose:sodium transporter MelB"";""4558584"";""1431"";""yes""",,,,,,
"SED_RS22565;"""";""catalyzes the formation of malate from fumerate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""fumarate hydratase"";""4560116"";""1647"";""yes""",,,,,,
"SED_RS22570;"""";""functions in anaerobic transport of C4-dicarboxylate compounds such as fumarate; similar to DcuA; DcuA and DcuB function as independent and mutually redundant C4-dicarboxylate (aspartate", malate," fumarate and succinate) transporters; Derived by automated computational analysis using gene prediction method: Protein Homology."";""anaerobic C4-dicarboxylate transporter"";""4561858"";""1341"";""yes""",,,,
"SED_RS22575;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4563345"";""267"";""yes""",,,,,,
"SED_RS22580;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""two-component system response regulator DcuR"";""4563928"";""720"";""yes""",,,,,,
"SED_RS22585;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""two-component system sensor histidine kinase DcuS"";""4564644"";""1632"";""yes""",,,,,,
"SED_RS22590;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""dimethyl sulfoxide reductase subunit A"";""4566661"";""2400"";""yes""",,,,,,
"SED_RS22595;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""dimethylsulfoxide reductase subunit B"";""4569074"";""627"";""yes""",,,,,,
"SED_RS22600;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""dimethyl sulfoxide reductase subunit C"";""4569693"";""774"";""yes""",,,,,,
"SED_RS22605;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""molecular chaperone"";""4570482"";""654"";""yes""",,,,,,
"SED_RS22610;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1996 domain-containing protein"";""4571219"";""1401"";""yes""",,,,,,
"SED_RS22615;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""4572923"";""906"";""yes""",,,,,,
"SED_RS22620;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4574122"";""270"";""yes""",,,,,,
"SED_RS26125;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4574399"";""216"";""yes""",,,,,,
"SED_RS22630;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""GerE family regulatory protein"";""4574637"";""288"";""yes""",,,,,,
"SED_RS22635;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""AraC family transcriptional regulator"";""4574921"";""876"";""yes""",,,,,,
"SED_RS22645;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1778 domain-containing protein"";""4576599"";""294"";""yes""",,,,,,
"SED_RS22650;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""GNAT family N-acetyltransferase"";""4576889"";""492"";""yes""",,,,,,
"SED_RS22655;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""non-specific acid phosphatase"";""4577628"";""753"";""yes""",,,,,,
"SED_RS25595;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4578952"";""60"";""yes""",,,,,,
"SED_RS22665;"""";"""";""tRNA-Phe"";""4579091"";""76"";""no""",,,,,,
"SED_RS22670;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""4579282"";""576"";""yes""",,,,,,
"SED_RS22675;""dipZ"";""two electrons are transferred from cytoplasmic NADPH to thioredoxin and then to the inner membrane protein DsbD which keeps the disulfide isomerase DsbC in a reduced state in the oxidizing periplasm; DsbC in turns rearranges incorrectly made disulfide bonds in the periplasm; Derived by automated computational analysis using gene prediction method: Protein Homology."";""thiol:disulfide interchange protein DsbD"";""4579894"";""1704"";""yes""",,,,,,
"SED_RS22680;"""";""copper binding protein required for copper tolerance; involved in resistance toward heavy metals; Derived by automated computational analysis using gene prediction method: Protein Homology."";""divalent-cation tolerance protein CutA"";""4581573"";""348"";""yes""",,,,,,
"SED_RS22685;"""";""functions in anaerobic transport of C4-dicarboxylate compounds such as fumarate; similar to dcuB; Derived by automated computational analysis using gene prediction method: Protein Homology."";""anaerobic C4-dicarboxylate transporter"";""4582041"";""1302"";""yes""",,,,,,
"SED_RS22690;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aspartate ammonia-lyase"";""4583457"";""1437"";""yes""",,,,,,
"SED_RS22700;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein FxsA"";""4585195"";""516"";""yes""",,,,,,
"SED_RS22705;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-methionine/branched-chain amino acid transporter"";""4585769"";""1242"";""yes""",,,,,,
"SED_RS22710;""groES"";""10 kDa chaperonin; Cpn10; GroES; forms homoheptameric ring; binds to one or both ends of the GroEL double barrel in the presence of adenine nucleotides capping it; folding of unfolded substrates initiates in a GroEL-substrate bound and capped by GroES; release of the folded substrate is dependent on ATP binding and hydrolysis in the trans ring; Derived by automated computational analysis using gene prediction method: Protein Homology."";""molecular chaperone GroES"";""4587286"";""294"";""yes""",,,,,,
"SED_RS22715;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""molecular chaperone GroEL"";""4587623"";""1647"";""yes""",,,,,,
"SED_RS22720;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF4156 domain-containing protein"";""4589513"";""354"";""yes""",,,,,,
"SED_RS22725;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4589914"";""858"";""yes""",,,,,,
"SED_RS22730;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EF-P beta-lysylation protein EpmB"";""4591053"";""1029"";""yes""",,,,,,
"SED_RS22735;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""elongation factor P"";""4592122"";""567"";""yes""",,,,,,
"SED_RS22740;"""";""acts as and antidote to the bacteriolytic entericidin B in the EcnAB toxin-antitoxin complex; Derived by automated computational analysis using gene prediction method: Protein Homology."";""entericidin"," EcnA/B family"";""4592749"";""135"";""yes""",,,,,
"SED_RS22745;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""entericidin"," EcnA/B family"";""4592991"";""147"";""yes""",,,,,
"SED_RS22750;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding response regulator"";""4593168"";""588"";""yes""",,,,,,
"SED_RS22755;"""";""member of the SMR family of proton-dependent drug efflux transporters; quaternary ammonium compound efflux pump; confers resistance to cetylpyridinium"," cetyldimethylethyl ammonium and cetrimide cations; Derived by automated computational analysis using gene prediction method: Protein Homology."";""quaternary ammonium compound-resistance protein SugE"";""4594012"";""318"";""yes""",,,,,
"SED_RS22760;"""";""lipocalin; globomycin-sensitive outer membrane lipoprotein; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4594346"";""534"";""yes""",,,,,,
"SED_RS22765;"""";""in conjunction with FrdC acts to anchor the catalytic components of the fumarate reductase to the cytoplasmic membrane; Derived by automated computational analysis using gene prediction method: Protein Homology."";""fumarate reductase subunit D"";""4594991"";""360"";""yes""",,,,,,
"SED_RS22770;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fumarate reductase subunit C"";""4595361"";""396"";""yes""",,,,,,
"SED_RS22775;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""succinate dehydrogenase/fumarate reductase iron-sulfur subunit"";""4595767"";""735"";""yes""",,,,,,
"SED_RS22780;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fumarate reductase (quinol) flavoprotein subunit"";""4596494"";""1791"";""yes""",,,,,,
"SED_RS22785;"""";""poxA; regulates pyruvate oxidase poxB; Derived by automated computational analysis using gene prediction method: Protein Homology."";""elongation factor P--(R)-beta-lysine ligase"";""4598607"";""978"";""yes""",,,,,,
"SED_RS22790;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glutamate/gamma-aminobutyrate family transporter YjeM"";""4599831"";""1482"";""yes""",,,,,,
"SED_RS22795;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2645 domain-containing protein"";""4601364"";""315"";""yes""",,,,,,
"SED_RS22800;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""miniconductance mechanosensitive channel MscM"";""4601745"";""3327"";""yes""",,,,,,
"SED_RS22805;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phosphatidylserine decarboxylase proenzyme"";""4605090"";""969"";""yes""",,,,,,
"SED_RS22810;"""";""EngC; RsgA; CpgA; circularly permuted GTPase; ribosome small subunit-dependent GTPase A; has the pattern G4-G1-G3 as opposed to other GTPases; interacts strongly with 30S ribosome which stimulates GTPase activity; Derived by automated computational analysis using gene prediction method: Protein Homology."";""small ribosomal subunit biogenesis GTPase RsgA"";""4606150"";""1077"";""yes""",,,,,,
"SED_RS22815;"""";""3'-5' exoribonuclease specific for small oligoribonuclotides; Derived by automated computational analysis using gene prediction method: Protein Homology."";""oligoribonuclease"";""4607309"";""546"";""yes""",,,,,,
"SED_RS22820;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""arginine ABC transporter substrate-binding protein"";""4607916"";""741"";""yes""",,,,,,
"SED_RS22840;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""epoxyqueuosine reductase"";""4609741"";""1155"";""yes""",,,,,,
"SED_RS22845;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase"";""4610879"";""1548"";""yes""",,,,,,
"SED_RS22850;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"";""4612398"";""462"";""yes""",,,,,,
"SED_RS22855;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""N-acetylmuramoyl-L-alanine amidase AmiB"";""4612876"";""1323"";""yes""",,,,,,
"SED_RS22860;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA mismatch repair protein MutL"";""4614208"";""1857"";""yes""",,,,,,
"SED_RS22865;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA"";""4616057"";""951"";""yes""",,,,,,
"SED_RS22870;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""RNA-binding protein Hfq"";""4617090"";""309"";""yes""",,,,,,
"SED_RS22875;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""GTPase HflX"";""4617470"";""1281"";""yes""",,,,,,
"SED_RS22880;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""FtsH protease activity modulator HflK"";""4618965"";""1260"";""yes""",,,,,,
"SED_RS22885;"""";""with HflK inhibits proteolysis of lambda cII protein by FtsH; Derived by automated computational analysis using gene prediction method: Protein Homology."";""protease modulator HflC"";""4620227"";""1005"";""yes""",,,,,,
"SED_RS22890;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2065 domain-containing protein"";""4621310"";""198"";""yes""",,,,,,
"SED_RS22895;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""adenylosuccinate synthetase"";""4621610"";""1299"";""yes""",,,,,,
"SED_RS22900;"""";""negatively regulates the transcription of genes upregulated by nitrosative stress; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""4623115"";""426"";""yes""",,,,,,
"SED_RS22905;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ribonuclease R"";""4623578"";""2439"";""yes""",,,,,,
"SED_RS22910;"""";""Specifically methylates the ribose of guanosine 2251 in 23S rRNA; Derived by automated computational analysis using gene prediction method: Protein Homology."";""23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB"";""4626107"";""732"";""yes""",,,,,,
"SED_RS22915;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2170 domain-containing protein"";""4626971"";""405"";""yes""",,,,,,
"SED_RS22920;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PspA/IM30 family protein"";""4627390"";""699"";""yes""",,,,,,
"SED_RS22925;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""4628088"";""1071"";""yes""",,,,,,
"SED_RS22930;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2491 domain-containing protein"";""4629131"";""684"";""yes""",,,,,,
"SED_RS22935;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF350 domain-containing protein"";""4629832"";""399"";""yes""",,,,,,
"SED_RS22940;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1190 domain-containing protein"";""4630240"";""639"";""yes""",,,,,,
"SED_RS22945;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4630881"";""1164"";""yes""",,,,,,
"SED_RS22950;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""isovaleryl-CoA dehydrogenase"";""4632129"";""1623"";""yes""",,,,,,
"SED_RS22955;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1471 domain-containing protein"";""4633829"";""321"";""yes""",,,,,,
"SED_RS22960;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""biofilm peroxide resistance protein BsmA"";""4634235"";""330"";""yes""",,,,,,
"SED_RS22965;"""";""YjfP; esterase activity towards palmitoyl-CoA and pNP-butyrate in vitro; unknown function and substrate in vivo; Derived by automated computational analysis using gene prediction method: Protein Homology."";""esterase"";""4634748"";""750"";""yes""",,,,,,
"SED_RS22970;"""";""negative regulator of ulaG and ulaABCDEF; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""4635494"";""756"";""yes""",,,,,,
"SED_RS22975;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-ascorbate-6-phosphate lactonase"";""4636354"";""1065"";""yes""",,,,,,
"SED_RS22980;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS ascorbate transporter subunit IIC"";""4637748"";""1431"";""yes""",,,,,,
"SED_RS22985;"""";""involved in the phosphorylation and transport of sugars across the cell membrane; protein IIA transfers a phosphoryl group to IIB which then transfers the phosphoryl group to the sugar; IIC forms the translocation channel for the sugar uptake; Derived by automated computational analysis using gene prediction method: Protein Homology."";""ascorbate-specific phosphotransferase enzyme IIB component"";""4639194"";""306"";""yes""",,,,,,
"SED_RS22990;"""";""involved in the phosphorylation and transport of sugars across the cell membrane; protein IIA transfers a phosphoryl group to IIB which then transfers the phosphoryl group to the sugar; IIC forms the translocation channel for the sugar uptake; Derived by automated computational analysis using gene prediction method: Protein Homology."";""ascorbate-specific phosphotransferase enzyme IIA component"";""4639509"";""465"";""yes""",,,,,,
"SED_RS22995;""ulaD"";""catalyzes the formation of L-xylulose-5-phosphate from 3-keto-L-gulonate-6-phosphate in anaerobic L-ascorbate utilization; Derived by automated computational analysis using gene prediction method: Protein Homology."";""3-keto-L-gulonate-6-phosphate decarboxylase UlaD"";""4639987"";""651"";""yes""",,,,,,
"SED_RS23000;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-ribulose-5-phosphate 3-epimerase UlaE"";""4640647"";""855"";""yes""",,,,,,
"SED_RS23005;""araD"";""catalyzes the isomerization of L-ribulose 5-phosphate to D-xylulose 5-phosphate in the anaerobic catabolism of L-ascorbate; links the arabinose metabolic pathway to the pentose phosphate pathway and allows the bacteria to use arabinose as an energy source; Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-ribulose-5-phosphate 4-epimerase"";""4641501"";""687"";""yes""",,,,,,
"SED_RS23010;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1471 domain-containing protein"";""4642316"";""276"";""yes""",,,,,,
"SED_RS26130;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4642515"";""198"";""yes""",,,,,,
"SED_RS23015;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4642785"";""206"";""yes""",,,,,,
"SED_RS23020;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""30S ribosomal protein S6"";""4643061"";""396"";""yes""",,,,,,
"SED_RS23025;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""primosomal replication protein N"";""4643463"";""315"";""yes""",,,,,,
"SED_RS23030;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""30S ribosomal protein S18"";""4643782"";""228"";""yes""",,,,,,
"SED_RS23035;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""50S ribosomal protein L9"";""4644051"";""450"";""yes""",,,,,,
"SED_RS23040;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EamA/RhaT family transporter"";""4644648"";""927"";""yes""",,,,,,
"SED_RS23045;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4645624"";""636"";""yes""",,,,,,
"SED_RS23050;"""";""FKBP-type; rotamase; catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Derived by automated computational analysis using gene prediction method: Protein Homology."";""peptidyl-prolyl cis-trans isomerase"";""4646437"";""663"";""yes""",,,,,,
"SED_RS23055;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""D-serine/D-alanine/glycine transporter"";""4647395"";""1404"";""yes""",,,,,,
"SED_RS23060;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4649136"";""1140"";""yes""",,,,,,
"SED_RS23065;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4650290"";""1389"";""yes""",,,,,,
"SED_RS23070;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""iron-sulfur cluster repair protein YtfE"";""4651745"";""663"";""yes""",,,,,,
"SED_RS23075;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EamA/RhaT family transporter"";""4652510"";""966"";""yes""",,,,,,
"SED_RS23080;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SDR family NAD(P)-dependent oxidoreductase"";""4653556"";""849"";""yes""",,,,,,
"SED_RS23085;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""4654492"";""387"";""yes""",,,,,,
"SED_RS23090;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""bifunctional 2'","3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase"";""4654936"";""1944"";""yes""",,,,,
"SED_RS25600;"""";""internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4656892"";""222"";""yes""",,,,,,
"SED_RS23095;"""";""catalyzes the formation of AMP from adenosine-3'","5'-bisphosphate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""3'(2')","5'-bisphosphate nucleotidase CysQ"";""4657147"";""741"";""yes""",,,,
"SED_RS23100;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""YtfJ family protein"";""4657877"";""558"";""yes""",,,,,,
"SED_RS25605;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""4658448"";""234"";""yes""",,,,,,
"SED_RS23105;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1107 domain-containing protein"";""4658761"";""207"";""yes""",,,,,,
"SED_RS23110;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""HlyC/CorC family transporter"";""4659052"";""1344"";""yes""",,,,,,
"SED_RS23115;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""peptide-methionine (S)-S-oxide reductase"";""4660578"";""639"";""yes""",,,,,,
"SED_RS23120;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""translocation and assembly module TamA"";""4661429"";""1734"";""yes""",,,,,,
"SED_RS23125;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""autotransporter assembly complex protein TamB"";""4663159"";""3780"";""yes""",,,,,,
"SED_RS23130;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""gamma-glutamylcyclotransferase"";""4666941"";""345"";""yes""",,,,,,
"SED_RS23135;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MFS transporter"";""4667339"";""1209"";""yes""",,,,,,
"SED_RS23140;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""metallo-dependent hydrolase"";""4668544"";""1164"";""yes""",,,,,,
"SED_RS23145;"""";""catalyzes the hydrolysis of pyrophosphate to phosphate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""inorganic pyrophosphatase"";""4670117"";""531"";""yes""",,,,,,
"SED_RS23150;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fructose 1","6-bisphosphatase"";""4670874"";""999"";""yes""",,,,,
"SED_RS23155;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase"";""4672047"";""1374"";""yes""",,,,,,
"SED_RS23160;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ribosome-associated protein"";""4673527"";""552"";""yes""",,,,,,
